Name,Stars,Forks,Language,Domain
localForage/localForage,8171,464,JavaScript,Web libraries and frameworks
irungentoo/toxcore,8171,1040,C,Software tools
tesseract-ocr/tesseract,8167,1907,C++,Non-web libraries and frameworks
Bilibili/flv.js,8167,1167,JavaScript,Web libraries and frameworks
pouchdb/pouchdb,8142,838,JavaScript,System software
strongloop/loopback,8140,779,JavaScript,Web libraries and frameworks
stedolan/jq,8122,462,C,Software tools
fabric/fabric,8118,1355,Python,Software tools
JuliaLang/julia,8107,1895,Julia,System software
hackiftekhar/IQKeyboardManager,8105,1410,Objective-C,Non-web libraries and frameworks
spree/spree,8103,3740,Ruby,Web libraries and frameworks
nickbutcher/plaid,8092,1656,Java,Application software
carhartl/jquery-cookie,8092,3574,JavaScript,Web libraries and frameworks
rollup/rollup,8074,286,JavaScript,Non-web libraries and frameworks
facebook/folly,8073,1953,C++,Non-web libraries and frameworks
karma-runner/karma,8050,1253,JavaScript,Software tools
storybooks/react-storybook,8044,410,JavaScript,Web libraries and frameworks
nsqio/nsq,8040,1054,Go,System software
mgonto/restangular,8040,955,JavaScript,Web libraries and frameworks
daylerees/colour-schemes,8025,1300,JavaScript,Software tools
roots/sage,8012,2615,PHP,Web libraries and frameworks
amix/vimrc,8007,2729,VimL,Application software
janpaepke/ScrollMagic,8007,1357,JavaScript,Web libraries and frameworks
PHPMailer/PHPMailer,8005,4498,PHP,Non-web libraries and frameworks
imakewebthings/waypoints,8005,1060,JavaScript,Web libraries and frameworks
robbiehanson/CocoaAsyncSocket,7995,2205,Objective-C,Non-web libraries and frameworks
phacility/phabricator,7989,1101,PHP,Documentation
buunguyen/octotree,7987,626,JavaScript,Application software
knockout/knockout,7978,1371,JavaScript,Web libraries and frameworks
kevinzhow/PNChart,7966,1577,Objective-C,Non-web libraries and frameworks
marcuswestin/WebViewJavascriptBridge,7965,1861,Objective-C,Non-web libraries and frameworks
airbnb/enzyme,7960,627,JavaScript,Web libraries and frameworks
shichuan/javascript-patterns,7930,1544,JavaScript,Documentation
jgm/pandoc,7884,1004,Haskell,Non-web libraries and frameworks
thoughtbot/bourbon,7873,883,Ruby,Software tools
chrisbanes/Android-PullToRefresh,7860,5103,Java,Non-web libraries and frameworks
sahat/satellizer,7858,1218,TypeScript,Web libraries and frameworks
maxwellito/vivus,7853,653,JavaScript,Web libraries and frameworks
aFarkas/html5shiv,7851,2029,JavaScript,Web libraries and frameworks
google/styleguide,7848,2210,HTML,Documentation
gollum/gollum,7840,1269,JavaScript,Application software
metafizzy/isotope,7837,1280,JavaScript,Web libraries and frameworks
sindresorhus/pageres,7826,518,JavaScript,Web libraries and frameworks
Blankj/AndroidUtilCode,7825,2559,Java,Documentation
chrisaljoudi/uBlock,7815,414,JavaScript,Application software
revel/revel,7801,1084,Go,Web libraries and frameworks
ViccAlexander/Chameleon,7798,724,Objective-C,Non-web libraries and frameworks
Rochester-NRT/RocAlphaGo,7796,2175,Python,Non-web libraries and frameworks
navasmdc/MaterialDesignLibrary,7789,2344,Java,Non-web libraries and frameworks
tpope/vim-fugitive,7779,493,VimL,Software tools
ruby-grape/grape,7769,934,Ruby,Web libraries and frameworks
facebook/relay,7768,638,JavaScript,Web libraries and frameworks
gorhill/uBlock,7761,571,JavaScript,Application software
systemjs/systemjs,7755,544,JavaScript,Non-web libraries and frameworks
prometheus/prometheus,7753,767,Go,Software tools
kesenhoo/android-training-course-in-chinese,7752,2448,JavaScript,Documentation
sqlmapproject/sqlmap,7751,1809,Python,Non-web libraries and frameworks
oneuijs/You-Dont-Need-jQuery,7748,671,JavaScript,Documentation
facebook/osquery,7746,906,C++,Software tools
stylus/stylus,7743,936,JavaScript,Software tools
dmlc/mxnet,7736,2873,C++,Non-web libraries and frameworks
alsotang/node-lessons,7708,3019,JavaScript,Documentation
JohnCoates/Aerial,7696,390,Swift,Application software
shadowsocks/shadowsocks-windows,7695,4585,C#,Software tools
begriffs/postgrest,7678,325,Haskell,Web libraries and frameworks
Microsoft/dotnet,7663,1179,HTML,System software
apenwarr/sshuttle,7657,624,Python,System software
arasatasaygin/is.js,7653,599,JavaScript,Non-web libraries and frameworks
alibaba/fastjson,7642,2799,Java,Non-web libraries and frameworks
resque/resque,7640,1425,Ruby,Non-web libraries and frameworks
facebook/jest,7639,924,JavaScript,Non-web libraries and frameworks
vim-syntastic/syntastic,7606,927,VimL,Software tools
niklasvh/html2canvas,7588,1741,JavaScript,Web libraries and frameworks
guillaumepotier/Parsley.js,7587,1189,JavaScript,Web libraries and frameworks
ReactiveX/RxSwift,7584,1070,Swift,Non-web libraries and frameworks
slimphp/Slim,7579,1499,PHP,Web libraries and frameworks
facebookarchive/three20,7578,1657,Objective-C,Non-web libraries and frameworks
hacksalot/HackMyResume,7577,371,JavaScript,Application software
davezuko/react-redux-starter-kit,7567,1722,JavaScript,Web libraries and frameworks
teamcapybara/capybara,7561,1107,Ruby,Non-web libraries and frameworks
phalcon/cphalcon,7556,1425,PHP,Web libraries and frameworks
joewalnes/websocketd,7555,327,Go,Software tools
rapid7/metasploit-framework,7555,4773,Ruby,Software tools
scala/scala,7554,1927,Scala,System software
nagadomi/waifu2x,7552,890,Lua,Application software
FreeCodeCampChina/freecodecamp.cn,7530,349,CSS,Documentation
javve/list.js,7529,701,JavaScript,Web libraries and frameworks
PHPOffice/PHPExcel,7520,2542,PHP,Non-web libraries and frameworks
chenglou/react-motion,7512,364,JavaScript,Web libraries and frameworks
ccampbell/mousetrap,7488,682,JavaScript,Web libraries and frameworks
harthur/brain,7477,872,JavaScript,Non-web libraries and frameworks
HannahMitt/HomeMirror,7473,644,Java,Application software
android10/Android-CleanArchitecture,7455,1945,Java,Documentation
afaqurk/linux-dash,7453,922,JavaScript,Software tools
HubSpot/offline,7452,671,CSS,Web libraries and frameworks
facebook/Shimmer,7451,940,Objective-C,Non-web libraries and frameworks
scrooloose/nerdtree,7447,826,VimL,Application software
google/gson,7438,1742,HTML,Non-web libraries and frameworks
handsontable/handsontable,7428,1635,JavaScript,Web libraries and frameworks
gatsbyjs/gatsby,7409,374,JavaScript,Web libraries and frameworks
Tencent/mars,7405,1258,C++,System software
Grouper/FlatUIKit,7404,1014,Objective-C,Non-web libraries and frameworks
kamens/jQuery-menu-aim,7387,1093,JavaScript,Web libraries and frameworks
basecamp/trix,7375,315,CoffeeScript,Web libraries and frameworks
so-fancy/diff-so-fancy,7374,141,Perl,Software tools
JakeWharton/ActionBarSherlock,7371,4143,Java,Non-web libraries and frameworks
godotengine/godot,7361,1869,C++,Non-web libraries and frameworks
alexjc/neural-doodle,7360,535,Python,Non-web libraries and frameworks
paperjs/paper.js,7340,740,JavaScript,Web libraries and frameworks
jordansissel/fpm,7334,754,Ruby,Software tools
tj/co,7331,496,JavaScript,Non-web libraries and frameworks
dzenbot/DZNEmptyDataSet,7330,1039,Objective-C,Non-web libraries and frameworks
goldfire/howler.js,7321,783,JavaScript,Web libraries and frameworks
slackhq/SlackTextViewController,7318,872,Objective-C,Non-web libraries and frameworks
saltstack/salt,7285,3345,Python,Software tools
WhisperSystems/Signal-Android,7281,1960,C,Application software
Flipboard/FLEX,7277,768,Objective-C,Software tools
thedillonb/CodeHub,7276,308,C#,Application software
Tencent/tinker,7276,1416,Java,Non-web libraries and frameworks
crystal-lang/crystal,7276,584,Crystal,System software
dotnet/coreclr,7269,1800,C#,System software
matryer/bitbar,7269,246,Objective-C,Software tools
hapijs/hapi,7265,763,JavaScript,Web libraries and frameworks
google/flatbuffers,7258,1078,C++,Non-web libraries and frameworks
marmelab/gremlins.js,7252,305,JavaScript,Web libraries and frameworks
ochococo/Design-Patterns-In-Swift,7251,755,Swift,Documentation
rwaldron/johnny-five,7250,1042,JavaScript,Non-web libraries and frameworks
Matt-Esch/virtual-dom,7249,453,JavaScript,Non-web libraries and frameworks
daimajia/AndroidSwipeLayout,7246,2089,Java,Non-web libraries and frameworks
MrRio/jsPDF,7243,1735,JavaScript,Web libraries and frameworks
mishoo/UglifyJS,7240,669,JavaScript,Software tools
ejci/favico.js,7229,503,JavaScript,Web libraries and frameworks
rstacruz/jquery.transit,7227,933,JavaScript,Web libraries and frameworks
jzaefferer/jquery-validation,7222,2201,JavaScript,Web libraries and frameworks
qrohlf/trianglify,7221,539,JavaScript,Web libraries and frameworks
bbatsov/rubocop,7220,1169,Ruby,Software tools
OpenEmu/OpenEmu,7216,814,Objective-C,Application software
path/FastImageCache,7215,863,Objective-C,Non-web libraries and frameworks
sorin-ionescu/prezto,7208,3298,Shell,Software tools
carrierwaveuploader/carrierwave,7205,1276,Ruby,Web libraries and frameworks
kangax/fabric.js,7197,1260,JavaScript,Web libraries and frameworks
NodeRedis/node_redis,7197,983,JavaScript,Non-web libraries and frameworks
mrmrs/colors,7197,432,CSS,Web libraries and frameworks
ElemeFE/element,7196,1061,Vue,Web libraries and frameworks
chinchang/hint.css,7193,718,CSS,Web libraries and frameworks
fxsjy/jieba,7187,2252,Python,Non-web libraries and frameworks
TTTAttributedLabel/TTTAttributedLabel,7176,1419,Objective-C,Non-web libraries and frameworks
tomchristie/django-rest-framework,7169,2454,Python,Web libraries and frameworks
Netflix/falcor,7168,298,JavaScript,Web libraries and frameworks
nodemailer/nodemailer,7164,664,JavaScript,Non-web libraries and frameworks
powerline/fonts,7160,1159,Shell,Software tools
carlhuda/janus,7157,838,VimL,Software tools
junegunn/fzf,7156,306,Go,Software tools
Automattic/_s,7144,2362,CSS,Web libraries and frameworks
developit/preact,7143,271,JavaScript,Web libraries and frameworks
yudai/gotty,7115,362,Go,Software tools
alibaba/dubbo,7112,7132,Java,Non-web libraries and frameworks
google/traceur-compiler,7108,480,JavaScript,Software tools
danialfarid/ng-file-upload,7107,1502,JavaScript,Web libraries and frameworks
liaohuqiu/android-Ultra-Pull-To-Refresh,7103,2410,Java,Non-web libraries and frameworks
mperham/sidekiq,7087,1246,Ruby,Software tools
activeadmin/activeadmin,7082,2593,Ruby,Software tools
marionettejs/backbone.marionette,7081,1366,JavaScript,Web libraries and frameworks
ConnorAtherton/loaders.css,7079,868,CSS,Web libraries and frameworks
mitmproxy/mitmproxy,7077,964,JavaScript,Software tools
forkingdog/UITableView-FDTemplateLayoutCell,7058,1563,Objective-C,Non-web libraries and frameworks
dthree/cash,7055,181,JavaScript,Application software
tj/commander.js,7044,600,JavaScript,Software tools
kkga/spacegray,7029,479,JavaScript,Application software
swagger-api/swagger-ui,7023,3796,JavaScript,Software tools
eczarny/spectacle,7021,393,Objective-C,Application software
NetEase/pomelo,7014,2039,JavaScript,Non-web libraries and frameworks
onevcat/Kingfisher,7013,750,Swift,Non-web libraries and frameworks
fish-shell/fish-shell,7001,672,Shell,Software tools
jshint/jshint,6999,1494,JavaScript,Software tools
tmpvar/jsdom,6999,715,JavaScript,Web libraries and frameworks
ksoichiro/Android-ObservableScrollView,6989,1798,Java,Non-web libraries and frameworks
googlesamples/android-UniversalMusicPlayer,6975,2279,Java,Documentation
ruanyf/jstraining,6974,1779,JavaScript,Documentation
FredrikNoren/ungit,6974,417,JavaScript,Software tools
mwaterfall/MWPhotoBrowser,6969,2194,Objective-C,Non-web libraries and frameworks
chriso/validator.js,6955,617,JavaScript,Web libraries and frameworks
phanan/koel,6953,655,PHP,Application software
elastic/logstash,6932,2028,Ruby,Non-web libraries and frameworks
donnemartin/data-science-ipython-notebooks,6927,1695,Python,Documentation
powerline/powerline,6922,599,Python,Application software
jacomyal/sigma.js,6917,1082,JavaScript,Web libraries and frameworks
mobxjs/mobx,6915,319,JavaScript,Web libraries and frameworks
realm/realm-java,6912,1079,Java,Non-web libraries and frameworks
facebook/rocksdb,6910,1455,C++,System software
cakephp/cakephp,6897,3110,PHP,Web libraries and frameworks
google/WebFundamentals,6895,1312,HTML,Documentation
JetBrains/kotlin,6892,735,Java,System software
senchalabs/connect,6891,934,JavaScript,Web libraries and frameworks
Compass/compass,6888,1237,CSS,Software tools
dotnet/roslyn,6879,1656,C#,Software tools
docker/kitematic,6857,739,JavaScript,Software tools
lhorie/mithril.js,6853,540,HTML,Web libraries and frameworks
javan/whenever,6841,628,Ruby,Non-web libraries and frameworks
hashicorp/terraform,6830,2455,Go,Software tools
angular/material2,6827,1433,TypeScript,Web libraries and frameworks
jlund/streisand,6821,511,HTML,Software tools
CosmicMind/Material,6821,674,Swift,Non-web libraries and frameworks
mxcl/PromiseKit,6814,596,Swift,Non-web libraries and frameworks
ramda/ramda,6813,450,JavaScript,Software tools
purifycss/purifycss,6810,251,JavaScript,Web libraries and frameworks
NodeBB/NodeBB,6810,1464,JavaScript,Application software
winstonjs/winston,6784,717,JavaScript,Non-web libraries and frameworks
google/grumpy,6779,335,Go,Software tools
mailpile/Mailpile,6766,727,Python,Application software
eslint/eslint,6763,1304,JavaScript,Software tools
matthieua/WOW,6759,1655,JavaScript,Web libraries and frameworks
mozilla-mobile/firefox-ios,6759,1423,Swift,Application software
romaonthego/RESideMenu,6744,1384,Objective-C,Non-web libraries and frameworks
mailcheck/mailcheck,6744,406,JavaScript,Web libraries and frameworks
relax/relax,6736,458,JavaScript,Application software
buger/goreplay,6735,591,Go,Software tools
piwik/piwik,6731,1166,PHP,Software tools
hakimel/Ladda,6728,782,HTML,Web libraries and frameworks
Famous/famous,6727,805,JavaScript,Web libraries and frameworks
clojure/clojurescript,6726,590,Clojure,Software tools
mikepenz/MaterialDrawer,6725,1398,Java,Non-web libraries and frameworks
angular/angular-cli,6717,1258,TypeScript,Software tools
Aufree/trip-to-iOS,6709,2193,Objective-C,Documentation
gaearon/redux-devtools,6702,469,JavaScript,Software tools
amsul/pickadate.js,6700,855,JavaScript,Web libraries and frameworks
mozilla/BrowserQuest,6687,2131,JavaScript,Application software
Ramotion/animated-tab-bar,6668,914,Swift,Non-web libraries and frameworks
GoogleChrome/lighthouse,6668,249,JavaScript,Software tools
mxgmn/WaveFunctionCollapse,6661,256,C#,Non-web libraries and frameworks
daimajia/AndroidViewAnimations,6657,1648,Java,Documentation
elastic/kibana,6654,2487,JavaScript,Application software
facebook/stetho,6649,614,Java,Non-web libraries and frameworks
CEWendel/SWTableViewCell,6640,1272,Objective-C,Non-web libraries and frameworks
coreos/rkt,6631,648,Go,System software
serbanghita/Mobile-Detect,6610,1807,PHP,Web libraries and frameworks
douglascrockford/JSON-js,6609,3817,JavaScript,Web libraries and frameworks
FineUploader/fine-uploader,6609,1521,JavaScript,Web libraries and frameworks
greenrobot/greenDAO,6608,2117,Java,Non-web libraries and frameworks
akka/akka,6606,2096,Scala,System software
xing/wysihtml5,6597,1087,JavaScript,Web libraries and frameworks
flightjs/flight,6591,583,JavaScript,Web libraries and frameworks
nodejitsu/node-http-proxy,6590,1125,JavaScript,Non-web libraries and frameworks
AngularClass/angular2-webpack-starter,6572,3682,JavaScript,Web libraries and frameworks
pingcap/tidb,6565,833,Go,System software
facebookresearch/fastText,6553,914,C++,Non-web libraries and frameworks
HubSpot/tether,6550,505,JavaScript,Web libraries and frameworks
nicolargo/glances,6545,477,Python,Application software
